event_id,date,site,event_datetime_utc,event_datetime_local,treatment,event_interaction,n_dolphins,n_dolphins_in_area,n_dolphins_interacting,dolphin_photoid,n_fishers_nets,n_fishers_line,fishers_number_tags,buzz_occurred,n_buzzes,fisher_success,n_nets_with_fish,n_fish_total,has_drone,event_number_in_drone,hydrophone_track_on_off,camera_photo,photoid_number,observation
20240522_114037_quarto,2024-05-22,quarto,2024-05-22T14:40:37Z,2024-05-22T14:40:37Z,cooperative,NA,1,3,1,NA,1,9,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_114141_quarto,2024-05-22,quarto,2024-05-22T14:41:41Z,2024-05-22T14:41:41Z,cooperative,NA,1,3,1,NI,2,10,NA,FALSE,0,TRUE,1,1,TRUE,OFF,NA,NA,NA,NA
20240522_114304_quarto,2024-05-22,quarto,2024-05-22T14:43:04Z,2024-05-22T14:43:04Z,cooperative,NA,1,3,1,NA,3,9,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_114335_quarto,2024-05-22,quarto,2024-05-22T14:43:35Z,2024-05-22T14:43:35Z,cooperative,NA,1,3,1,NA,3,9,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_115209_tesoura,2024-05-22,tesoura,2024-05-22T14:52:09Z,2024-05-22T14:52:09Z,cooperative,NA,1,3,1,33,6,10,6;79;21;2,FALSE,0,TRUE,3,197,TRUE,OFF,NA,NA,NA,NA
20240522_115345_tesoura,2024-05-22,tesoura,2024-05-22T14:53:45Z,2024-05-22T14:53:45Z,cooperative,3,1,3,1,NI,1,10,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_115515_tesoura,2024-05-22,tesoura,2024-05-22T14:55:15Z,2024-05-22T14:55:15Z,cooperative,NA,2,3,2,NA,1,13,4,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_120025_quarto,2024-05-22,quarto,2024-05-22T15:00:25Z,2024-05-22T15:00:25Z,cooperative,NA,1,3,1,NA,3,4,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_120146_quarto,2024-05-22,quarto,2024-05-22T15:01:46Z,2024-05-22T15:01:46Z,cooperative,NA,1,3,1,NA,2,9,NA,FALSE,0,TRUE,1,1,TRUE,OFF,NA,NA,NA,NA
20240522_120204_quarto,2024-05-22,quarto,2024-05-22T15:02:04Z,2024-05-22T15:02:04Z,cooperative,NA,1,3,1,NA,1,9,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_123214_tesoura,2024-05-22,tesoura,2024-05-22T15:32:14Z,2024-05-22T15:32:14Z,cooperative,NA,1,1,1,NA,4,16,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_125438_tesoura,2024-05-22,tesoura,2024-05-22T15:54:38Z,2024-05-22T15:54:38Z,cooperative,NA,1,1,1,NA,6,14,21,FALSE,0,FALSE,0,0,TRUE,OFF,on 12:57:00,NA,NA,NA
20240522_135656_tesoura,2024-05-22,tesoura,2024-05-22T16:56:56Z,2024-05-22T16:56:56Z,cooperative,NA,1,3,1,NA,6,15,6;2;97,FALSE,0,TRUE,3,125,TRUE,OFF,off,NA,NA,NA
20240522_140038_tesoura,2024-05-22,tesoura,2024-05-22T17:00:38Z,2024-05-22T17:00:38Z,cooperative,7,1,3,1,NA,1,15,NA,FALSE,0,FALSE,0,0,TRUE,OFF,off,NA,NA,NA
20240522_140250_tesoura,2024-05-22,tesoura,2024-05-22T17:02:50Z,2024-05-22T17:02:50Z,cooperative,7,1,3,1,NA,2,15,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_140619_tesoura,2024-05-22,tesoura,2024-05-22T17:06:19Z,2024-05-22T17:06:19Z,cooperative,7,1,3,1,NA,3,15,NA,FALSE,0,TRUE,1,1,TRUE,OFF,NA,NA,NA,NA
20240522_143235_quarto,2024-05-22,quarto,2024-05-22T17:32:35Z,2024-05-22T17:32:35Z,cooperative,NA,1,6,1,NA,5,9,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_144608_quarto,2024-05-22,quarto,2024-05-22T17:46:08Z,2024-05-22T17:46:08Z,cooperative,8,1,6,1,NA,1,7,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_144631_quarto,2024-05-22,quarto,2024-05-22T17:46:31Z,2024-05-22T17:46:31Z,cooperative,8,1,6,1,NA,1,10,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_144644_quarto,2024-05-22,quarto,2024-05-22T17:46:44Z,2024-05-22T17:46:44Z,cooperative,8,1,6,1,NA,3,10,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_144709_quarto,2024-05-22,quarto,2024-05-22T17:47:09Z,2024-05-22T17:47:09Z,cooperative,8,2,6,2,NA,2,10,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,7D_LAG,4341,NA
20240522_144853_tesoura,2024-05-22,tesoura,2024-05-22T17:48:53Z,2024-05-22T17:48:53Z,cooperative,8,1,6,1,NA,3,17,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,7D_LAG,4344,NA
20240522_145102_quarto,2024-05-22,quarto,2024-05-22T17:51:02Z,2024-05-22T17:51:02Z,cooperative,8,1,6,1,NA,1,11,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_145144_quarto,2024-05-22,quarto,2024-05-22T17:51:44Z,2024-05-22T17:51:44Z,cooperative,8,1,6,1,NA,1,14,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_145156_quarto,2024-05-22,quarto,2024-05-22T17:51:56Z,2024-05-22T17:51:56Z,cooperative,8,2,5,2,NA,1,14,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_145200_tesoura,2024-05-22,tesoura,2024-05-22T17:52:00Z,2024-05-22T17:52:00Z,cooperative,8,1,6,1,NA,2,17,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_150109_quarto,2024-05-22,quarto,2024-05-22T18:01:09Z,2024-05-22T18:01:09Z,cooperative,NA,1,6,1,NA,3,11,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_150137_quarto,2024-05-22,quarto,2024-05-22T18:01:37Z,2024-05-22T18:01:37Z,cooperative,NA,1,6,1,NA,2,11,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_151428_quarto,2024-05-22,quarto,2024-05-22T18:14:28Z,2024-05-22T18:14:28Z,cooperative,9,1,3,1,NA,3,7,NA,FALSE,0,FALSE,0,0,TRUE,OFF,on 15:08:40,NA,NA,NA
20240522_151553_quarto,2024-05-22,quarto,2024-05-22T18:15:53Z,2024-05-22T18:15:53Z,cooperative,9,1,3,1,NA,1,7,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_151740_quarto,2024-05-22,quarto,2024-05-22T18:17:40Z,2024-05-22T18:17:40Z,cooperative,9,2,3,2,NA,1,9,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_151804_quarto,2024-05-22,quarto,2024-05-22T18:18:04Z,2024-05-22T18:18:04Z,cooperative,9,3,3,3,NA,1,9,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_151908_quarto,2024-05-22,quarto,2024-05-22T18:19:08Z,2024-05-22T18:19:08Z,cooperative,9,3,3,NA,NA,3,9,21,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_152707_tesoura,2024-05-22,tesoura,2024-05-22T18:27:07Z,2024-05-22T18:27:07Z,cooperative,9,1,3,1,10,4,13,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,7D_LAG,4409,NA
20240522_152820_tesoura,2024-05-22,tesoura,2024-05-22T18:28:20Z,2024-05-22T18:28:20Z,cooperative,9,1,3,1,NA,3,13,NA,FALSE,0,FALSE,0,0,TRUE,OFF,off 15:29:00,NA,NA,NA
20240522_153630_quarto,2024-05-22,quarto,2024-05-22T18:36:30Z,2024-05-22T18:36:30Z,cooperative,NA,1,1,1,NA,1,16,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_153704_quarto,2024-05-22,quarto,2024-05-22T18:37:04Z,2024-05-22T18:37:04Z,cooperative,NA,1,1,1,NA,1,16,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_153727_quarto,2024-05-22,quarto,2024-05-22T18:37:27Z,2024-05-22T18:37:27Z,cooperative,NA,1,1,1,NA,1,16,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_153804_quarto,2024-05-22,quarto,2024-05-22T18:38:04Z,2024-05-22T18:38:04Z,cooperative,NA,1,1,1,NA,1,16,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_154223_quarto,2024-05-22,quarto,2024-05-22T18:42:23Z,2024-05-22T18:42:23Z,cooperative,10,1,1,1,NA,1,10,NA,FALSE,0,FALSE,0,0,TRUE,OFF,on 15:40:13,7D_LAG,4413,NA
20240522_154949_quarto,2024-05-22,quarto,2024-05-22T18:49:49Z,2024-05-22T18:49:49Z,cooperative,10,1,1,1,NA,5,11,21,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240522_155003_quarto,2024-05-22,quarto,2024-05-22T18:50:03Z,2024-05-22T18:50:03Z,cooperative,10,1,1,1,NA,3,11,NA,FALSE,0,FALSE,0,0,TRUE,OFF,NA,NA,NA,NA
20240523_101531_quarto,2024-05-23,quarto,2024-05-23T13:15:31Z,2024-05-23T13:15:31Z,cooperative,NA,1,1,1,JH,4,4,97;14,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA
20240523_101800_tesoura,2024-05-23,tesoura,2024-05-23T13:18:00Z,2024-05-23T13:18:00Z,cooperative,NA,1,1,1,JH,3,16,97,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA
20240523_102003_tesoura,2024-05-23,tesoura,2024-05-23T13:20:03Z,2024-05-23T13:20:03Z,cooperative,NA,1,1,1,JH,3,17,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4452,NA
20240523_102040_tesoura,2024-05-23,tesoura,2024-05-23T13:20:40Z,2024-05-23T13:20:40Z,cooperative,NA,1,1,1,NA,2,17,4,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA
20240523_102200_tesoura,2024-05-23,tesoura,2024-05-23T13:22:00Z,2024-05-23T13:22:00Z,cooperative,NA,1,1,1,NA,1,17,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA
20240523_102255_tesoura,2024-05-23,tesoura,2024-05-23T13:22:55Z,2024-05-23T13:22:55Z,cooperative,NA,1,1,1,NA,2,17,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA
20240523_102327_tesoura,2024-05-23,tesoura,2024-05-23T13:23:27Z,2024-05-23T13:23:27Z,cooperative,2,1,1,1,NA,1,17,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA
20240523_102418_tesoura,2024-05-23,tesoura,2024-05-23T13:24:18Z,2024-05-23T13:24:18Z,cooperative,2,1,1,1,NA,1,17,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4461,NA
20240523_102444_tesoura,2024-05-23,tesoura,2024-05-23T13:24:44Z,2024-05-23T13:24:44Z,cooperative,2,1,1,1,NA,2,17,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4462,NA
20240523_102457_tesoura,2024-05-23,tesoura,2024-05-23T13:24:57Z,2024-05-23T13:24:57Z,cooperative,2,1,1,1,NA,1,17,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4464,NA
20240523_102633_tesoura,2024-05-23,tesoura,2024-05-23T13:26:33Z,2024-05-23T13:26:33Z,cooperative,2,1,1,1,NA,1,17,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4465,NA
20240523_102730_tesoura,2024-05-23,tesoura,2024-05-23T13:27:30Z,2024-05-23T13:27:30Z,cooperative,2,1,1,1,NA,3,18,NA,FALSE,0,FALSE,0,0,TRUE,ON,ON,NA,4467,NA
20240523_102927_tesoura,2024-05-23,tesoura,2024-05-23T13:29:27Z,2024-05-23T13:29:27Z,cooperative,2,1,1,1,NA,1,18,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4470,NA
20240523_103024_tesoura,2024-05-23,tesoura,2024-05-23T13:30:24Z,2024-05-23T13:30:24Z,cooperative,2,1,1,1,NA,2,18,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4472,NA
20240523_103110_tesoura,2024-05-23,tesoura,2024-05-23T13:31:10Z,2024-05-23T13:31:10Z,cooperative,2,1,1,1,NA,1,18,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4473,NA
20240523_103121_tesoura,2024-05-23,tesoura,2024-05-23T13:31:21Z,2024-05-23T13:31:21Z,cooperative,2,1,1,1,NA,3,18,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4474,NA
20240523_103539_tesoura,2024-05-23,tesoura,2024-05-23T13:35:39Z,2024-05-23T13:35:39Z,cooperative,2,1,1,1,NA,2,18,4;23,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA
20240523_103549_tesoura,2024-05-23,tesoura,2024-05-23T13:35:49Z,2024-05-23T13:35:49Z,cooperative,2,1,1,1,NA,2,18,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA
20240523_103608_tesoura,2024-05-23,tesoura,2024-05-23T13:36:08Z,2024-05-23T13:36:08Z,cooperative,2,1,1,1,NA,2,18,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4479,NA
20240523_103639_tesoura,2024-05-23,tesoura,2024-05-23T13:36:39Z,2024-05-23T13:36:39Z,cooperative,2,1,1,1,NA,2,18,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4481,NA
20240523_103711_tesoura,2024-05-23,tesoura,2024-05-23T13:37:11Z,2024-05-23T13:37:11Z,cooperative,2,1,1,1,NA,1,18,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4481,NA
20240523_103750_tesoura,2024-05-23,tesoura,2024-05-23T13:37:50Z,2024-05-23T13:37:50Z,cooperative,2,1,1,1,NA,2,18,97;23,TRUE,1,FALSE,0,0,FALSE,NA,off 10:39:40,NA,NA,NA
20240523_104101_tesoura,2024-05-23,tesoura,2024-05-23T13:41:01Z,2024-05-23T13:41:01Z,cooperative,NA,1,3,1,NA,2,18,NA,TRUE,1,FALSE,0,0,FALSE,NA,off,NA,4486,NA
20240523_104742_tesoura,2024-05-23,tesoura,2024-05-23T13:47:42Z,2024-05-23T13:47:42Z,cooperative,3,1,3,1,NA,3,18,NA,TRUE,1,FALSE,0,0,FALSE,NA,99 on 10:46,NA,4529,NA
20240523_104937_tesoura,2024-05-23,tesoura,2024-05-23T13:49:37Z,2024-05-23T13:49:37Z,cooperative,3,1,3,1,NA,2,19,2,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA
20240523_105337_tesoura,2024-05-23,tesoura,2024-05-23T13:53:37Z,2024-05-23T13:53:37Z,cooperative,3,1,3,1,NA,2,19,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4544,NA
20240523_105529_tesoura,2024-05-23,tesoura,2024-05-23T13:55:29Z,2024-05-23T13:55:29Z,cooperative,3,1,3,1,NA,3,19,6;23,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4549,NA
20240523_105723_quarto,2024-05-23,quarto,2024-05-23T13:57:23Z,2024-05-23T13:57:23Z,cooperative,3,1,2,1,NA,1,1,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA
20240523_105858_tesoura,2024-05-23,tesoura,2024-05-23T13:58:58Z,2024-05-23T13:58:58Z,cooperative,3,1,2,1,NA,3,16,NA,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4550,NA
20240523_110235_tesoura,2024-05-23,tesoura,2024-05-23T14:02:35Z,2024-05-23T14:02:35Z,cooperative,3,1,2,1,JH,2,16,NA,TRUE,1,FALSE,0,0,FALSE,NA,off 11:03:00,NA,NA,NA
20240523_110450_tesoura,2024-05-23,tesoura,2024-05-23T14:04:50Z,2024-05-23T14:04:50Z,cooperative,NA,1,2,1,NA,3,16,23;97,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA
20240523_110558_tesoura,2024-05-23,tesoura,2024-05-23T14:05:58Z,2024-05-23T14:05:58Z,cooperative,NA,2,2,2,NA,1,16,6,FALSE,0,TRUE,1,1,FALSE,NA,NA,NA,NA,descartou
20240523_111505_tesoura,2024-05-23,tesoura,2024-05-23T14:15:05Z,2024-05-23T14:15:05Z,cooperative,4,1,2,1,NA,2,18,NA,TRUE,1,FALSE,0,0,FALSE,NA,on 11:09,NA,4580,NA
20240523_111535_tesoura,2024-05-23,tesoura,2024-05-23T14:15:35Z,2024-05-23T14:15:35Z,cooperative,4,1,2,1,NA,3,18,4;23,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,4584,NA
20240523_111924_tesoura,2024-05-23,tesoura,2024-05-23T14:19:24Z,2024-05-23T14:19:24Z,cooperative,4,2,2,2,NA,2,18,NA,FALSE,0,FALSE,0,0,TRUE,on,NA,NA,NA,NA
20240523_111930_tesoura,2024-05-23,tesoura,2024-05-23T14:19:30Z,2024-05-23T14:19:30Z,cooperative,4,2,2,2,92,4,18,97;6,FALSE,0,TRUE,1,1,TRUE,on,on,NA,4591,NA
20240523_112654_tesoura,2024-05-23,tesoura,2024-05-23T14:26:54Z,2024-05-23T14:26:54Z,cooperative,4,1,2,1,NA,6,18,23;6,FALSE,0,TRUE,1,4,TRUE,off 11:28,on,NA,4614,NA
20240523_112948_tesoura,2024-05-23,tesoura,2024-05-23T14:29:48Z,2024-05-23T14:29:48Z,cooperative,NA,1,4,1,31,6,18,26;23,FALSE,0,TRUE,1,2,TRUE,off,off 11:28,NA,4629,NA
20240523_113044_tesoura,2024-05-23,tesoura,2024-05-23T14:30:44Z,2024-05-23T14:30:44Z,cooperative,NA,1,4,1,NA,3,18,NA,FALSE,0,TRUE,1,6,TRUE,off,off,NA,NA,NA
20240523_113102_tesoura,2024-05-23,tesoura,2024-05-23T14:31:02Z,2024-05-23T14:31:02Z,cooperative,NA,1,4,1,NA,3,18,4;6;97,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240523_113108_tesoura,2024-05-23,tesoura,2024-05-23T14:31:08Z,2024-05-23T14:31:08Z,cooperative,NA,1,4,1,NA,2,18,NA,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240523_113140_tesoura,2024-05-23,tesoura,2024-05-23T14:31:40Z,2024-05-23T14:31:40Z,cooperative,NA,1,4,1,NA,1,18,NA,FALSE,0,FALSE,0,0,TRUE,off,off,NA,NA,NA
20240523_113434_tesoura,2024-05-23,tesoura,2024-05-23T14:34:34Z,2024-05-23T14:34:34Z,cooperative,5,1,4,1,NA,5,15,20;97,FALSE,0,FALSE,0,0,TRUE,11:34,101 on 11:35,NA,NA,NA
20240523_114056_tesoura,2024-05-23,tesoura,2024-05-23T14:40:56Z,2024-05-23T14:40:56Z,cooperative,5,3,4,3,NA,5,15,23;6;20,FALSE,0,FALSE,0,0,TRUE,on,on,NA,4673/4674,NA
20240523_114406_tesoura,2024-05-23,tesoura,2024-05-23T14:44:06Z,2024-05-23T14:44:06Z,cooperative,5,1,4,1,NA,2,15,6,FALSE,0,FALSE,0,0,TRUE,on,on,NA,4676,NA
20240523_114433_tesoura,2024-05-23,tesoura,2024-05-23T14:44:33Z,2024-05-23T14:44:33Z,cooperative,5,1,4,1,NA,2,15,20;23,FALSE,0,FALSE,0,0,TRUE,on,on,NA,4681,NA
20240523_114558_tesoura,2024-05-23,tesoura,2024-05-23T14:45:58Z,2024-05-23T14:45:58Z,cooperative,5,3,4,3,NA,3,15,97,FALSE,0,FALSE,0,0,TRUE,on,on,NA,NA,NA
20240523_114746_tesoura,2024-05-23,tesoura,2024-05-23T14:47:46Z,2024-05-23T14:47:46Z,cooperative,5,1,4,1,NA,2,15,97,FALSE,0,TRUE,1,1,TRUE,on,on,NA,4692,NA
20240523_114827_tesoura,2024-05-23,tesoura,2024-05-23T14:48:27Z,2024-05-23T14:48:27Z,cooperative,5,1,4,1,NA,1,14,NA,FALSE,0,FALSE,0,0,TRUE,on,on,NA,NA,NA
20240523_114853_tesoura,2024-05-23,tesoura,2024-05-23T14:48:53Z,2024-05-23T14:48:53Z,cooperative,5,1,4,1,NA,1,14,NA,FALSE,0,TRUE,1,1,TRUE,on,on,NA,4696,NA
20240523_115017_tesoura,2024-05-23,tesoura,2024-05-23T14:50:17Z,2024-05-23T14:50:17Z,cooperative,5,1,4,1,NA,3,14,23,FALSE,0,FALSE,0,0,TRUE,off 11:51,off 11:51,NA,NA,NA
20240523_115539_tesoura,2024-05-23,tesoura,2024-05-23T14:55:39Z,2024-05-23T14:55:39Z,cooperative,NA,1,4,1,NA,5,13,20;23,FALSE,0,FALSE,0,0,TRUE,off,off,NA,4722,NA
20240523_120758_tesoura,2024-05-23,tesoura,2024-05-23T15:07:58Z,2024-05-23T15:07:58Z,cooperative,6,1,4,1,NA,3,15,NA,FALSE,0,FALSE,0,0,TRUE,on 12:06:60,12:07:30,NA,4741,NA
20240523_122205_tesoura,2024-05-23,tesoura,2024-05-23T15:22:05Z,2024-05-23T15:22:05Z,cooperative,6,1,4,1,NA,2,13,20;23,FALSE,0,FALSE,1,0,TRUE,off 12:23:10,off,NA,4753,NA
20240523_122455_tesoura,2024-05-23,tesoura,2024-05-23T15:24:55Z,2024-05-23T15:24:55Z,cooperative,NA,1,4,1,NA,2,13,4,FALSE,0,FALSE,0,0,TRUE,off,off,NA,4756,NA
20240523_122542_tesoura,2024-05-23,tesoura,2024-05-23T15:25:42Z,2024-05-23T15:25:42Z,cooperative,NA,1,4,1,NA,3,13,97,FALSE,0,FALSE,0,0,TRUE,off,off,NA,4757,NA
20240523_122859_tesoura,2024-05-23,tesoura,2024-05-23T15:28:59Z,2024-05-23T15:28:59Z,cooperative,NA,1,4,1,NA,3,14,23;4,FALSE,0,TRUE,1,1,TRUE,off,on 103 12:29:09,NA,NA,NA
20240523_123121_tesoura,2024-05-23,tesoura,2024-05-23T15:31:21Z,2024-05-23T15:31:21Z,cooperative,NA,1,4,1,NA,1,13,NA,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240523_123252_tesoura,2024-05-23,tesoura,2024-05-23T15:32:52Z,2024-05-23T15:32:52Z,cooperative,NA,3,4,3,62,2,13,23,FALSE,0,FALSE,0,0,TRUE,off,on,NA,4761,NA
20240523_124043_tesoura,2024-05-23,tesoura,2024-05-23T15:40:43Z,2024-05-23T15:40:43Z,cooperative,NA,1,4,1,NA,3,12,4;97,FALSE,0,TRUE,1,1,TRUE,off,on,NA,4774,NA
20240523_124123_tesoura,2024-05-23,tesoura,2024-05-23T15:41:23Z,2024-05-23T15:41:23Z,cooperative,NA,1,4,1,NA,1,12,12,FALSE,0,FALSE,0,0,TRUE,off,on,NA,NA,NA
20240523_125333_tesoura,2024-05-23,tesoura,2024-05-23T15:53:33Z,2024-05-23T15:53:33Z,cooperative,NA,1,4,1,103,1,12,NA,FALSE,0,FALSE,0,0,TRUE,off,NA,NA,4788,NA
20240523_130250_tesoura,2024-05-23,tesoura,2024-05-23T16:02:50Z,2024-05-23T16:02:50Z,cooperative,NA,1,3,1,NA,4,16,2;4;89,FALSE,0,TRUE,1,5,TRUE,off,NA,NA,4807,NA
20240523_130350_tesoura,2024-05-23,tesoura,2024-05-23T16:03:50Z,2024-05-23T16:03:50Z,cooperative,NA,1,3,1,NA,3,16,97,FALSE,0,TRUE,1,1,TRUE,off,NA,NA,4813,NA
20240523_130906_tesoura,2024-05-23,tesoura,2024-05-23T16:09:06Z,2024-05-23T16:09:06Z,cooperative,NA,1,3,1,69,5,15,23;2;20,FALSE,0,FALSE,0,0,TRUE,off,NA,NA,NA,NA
20240523_133938_tesoura,2024-05-23,tesoura,2024-05-23T16:39:38Z,2024-05-23T16:39:38Z,cooperative,7,1,2,1,NA,2,15,2;6,FALSE,0,FALSE,0,0,FALSE,NA,NA,NA,NA,NA
20240523_134346_tesoura,2024-05-23,tesoura,2024-05-23T16:43:46Z,2024-05-23T16:43:46Z,cooperative,8,2,2,2,69,5,14,2;20;6,FALSE,0,TRUE,2,61,TRUE,13:40:20,NA,NA,4866,NA
